"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.audio_file","Input.audio_name","Answer.Human","Answer.Intelligible","Answer.Smoothness","Approve","Reject"
"338GLSUI42A5H3W2TN1K1IY5EE1FSY","3T6A8QWPRATCDT7RJBP79VS2HHPJJI","Judge the quality of this Voice","Rank this voice in terms of how easy it is to understand, how human-like it is, and how smooth it sounds","speech synthesis, audio, text to speech, speech generation, audio, voice, voice quality,","$0.15","Sun Dec 17 21:33:24 PST 2017","3","BatchId:3054166;OriginalHitTemplateId:920937332;","900","259200","Tue Dec 19 21:33:24 PST 2017","","","34YB12FSQYNBKSDMACGHWEVVZ2XMGP","A26UIS59SY4NM6","Submitted","Sun Dec 17 21:34:44 PST 2017","Sun Dec 17 21:35:09 PST 2017","Wed Dec 20 21:35:09 PST 2017","","","","25","0% (0/0)","0% (0/0)","0% (0/0)","https://clyp.it/n1bv2t0s","0_exp_c","8","9","8"
"338GLSUI42A5H3W2TN1K1IY5EE1FSY","3T6A8QWPRATCDT7RJBP79VS2HHPJJI","Judge the quality of this Voice","Rank this voice in terms of how easy it is to understand, how human-like it is, and how smooth it sounds","speech synthesis, audio, text to speech, speech generation, audio, voice, voice quality,","$0.15","Sun Dec 17 21:33:24 PST 2017","3","BatchId:3054166;OriginalHitTemplateId:920937332;","900","259200","Tue Dec 19 21:33:24 PST 2017","","","3MH9DQ757WBUX0IVJE73NOCPCO0UGP","A1D9FOXZ0UT0L2","Submitted","Sun Dec 17 21:36:13 PST 2017","Sun Dec 17 21:36:40 PST 2017","Wed Dec 20 21:36:40 PST 2017","","","","27","0% (0/0)","0% (0/0)","0% (0/0)","https://clyp.it/n1bv2t0s","0_exp_c","9","9","9"
"338GLSUI42A5H3W2TN1K1IY5EE1FSY","3T6A8QWPRATCDT7RJBP79VS2HHPJJI","Judge the quality of this Voice","Rank this voice in terms of how easy it is to understand, how human-like it is, and how smooth it sounds","speech synthesis, audio, text to speech, speech generation, audio, voice, voice quality,","$0.15","Sun Dec 17 21:33:24 PST 2017","3","BatchId:3054166;OriginalHitTemplateId:920937332;","900","259200","Tue Dec 19 21:33:24 PST 2017","","","3NL0RFNU0FM0IOKZUZ108C6OKSU4KG","A35K3YVCX1LVPE","Submitted","Sun Dec 17 21:35:08 PST 2017","Sun Dec 17 21:35:48 PST 2017","Wed Dec 20 21:35:48 PST 2017","","","","40","0% (0/0)","0% (0/0)","0% (0/0)","https://clyp.it/n1bv2t0s","0_exp_c","9","9","9"
"33IXYHIZB4HK6QF84X28SI014JN2E0","3T6A8QWPRATCDT7RJBP79VS2HHPJJI","Judge the quality of this Voice","Rank this voice in terms of how easy it is to understand, how human-like it is, and how smooth it sounds","speech synthesis, audio, text to speech, speech generation, audio, voice, voice quality,","$0.15","Sun Dec 17 21:33:24 PST 2017","3","BatchId:3054166;OriginalHitTemplateId:920937332;","900","259200","Tue Dec 19 21:33:24 PST 2017","","","36W0OB37HWDPJV7G97OTPG35T6SZHI","A3CMDYA9USA3MR","Submitted","Sun Dec 17 21:35:22 PST 2017","Sun Dec 17 21:35:47 PST 2017","Wed Dec 20 21:35:47 PST 2017","","","","25","0% (0/0)","0% (0/0)","0% (0/0)","https://clyp.it/cxlwcynb","0_exp_t10f","8","7","2"
"33IXYHIZB4HK6QF84X28SI014JN2E0","3T6A8QWPRATCDT7RJBP79VS2HHPJJI","Judge the quality of this Voice","Rank this voice in terms of how easy it is to understand, how human-like it is, and how smooth it sounds","speech synthesis, audio, text to speech, speech generation, audio, voice, voice quality,","$0.15","Sun Dec 17 21:33:24 PST 2017","3","BatchId:3054166;OriginalHitTemplateId:920937332;","900","259200","Tue Dec 19 21:33:24 PST 2017","","","3LJ7UR74RHC1QU52RCTG04NSENZ4NL","A259IJW98KQ5PO","Submitted","Sun Dec 17 21:35:25 PST 2017","Sun Dec 17 21:35:53 PST 2017","Wed Dec 20 21:35:53 PST 2017","","","","28","0% (0/0)","0% (0/0)","0% (0/0)","https://clyp.it/cxlwcynb","0_exp_t10f","4","4","3"
"33IXYHIZB4HK6QF84X28SI014JN2E0","3T6A8QWPRATCDT7RJBP79VS2HHPJJI","Judge the quality of this Voice","Rank this voice in terms of how easy it is to understand, how human-like it is, and how smooth it sounds","speech synthesis, audio, text to speech, speech generation, audio, voice, voice quality,","$0.15","Sun Dec 17 21:33:24 PST 2017","3","BatchId:3054166;OriginalHitTemplateId:920937332;","900","259200","Tue Dec 19 21:33:24 PST 2017","","","3U0SRXB7CD48R0702OPT8XY261IRNQ","A198QA1OQBUJV1","Submitted","Sun Dec 17 21:36:20 PST 2017","Sun Dec 17 21:39:56 PST 2017","Wed Dec 20 21:39:56 PST 2017","","","","216","0% (0/0)","0% (0/0)","0% (0/0)","https://clyp.it/cxlwcynb","0_exp_t10f","6","6","2"
"3ZXNP4Z39QK5YXM6RV67147TOWA7L8","3T6A8QWPRATCDT7RJBP79VS2HHPJJI","Judge the quality of this Voice","Rank this voice in terms of how easy it is to understand, how human-like it is, and how smooth it sounds","speech synthesis, audio, text to speech, speech generation, audio, voice, voice quality,","$0.15","Sun Dec 17 21:33:24 PST 2017","3","BatchId:3054166;OriginalHitTemplateId:920937332;","900","259200","Tue Dec 19 21:33:24 PST 2017","","","39GHHAVOMFQ574EHCE1O7X6B53U4JH","A2WNW8A4MOR7T7","Submitted","Sun Dec 17 21:35:05 PST 2017","Sun Dec 17 21:36:17 PST 2017","Wed Dec 20 21:36:17 PST 2017","","","","72","0% (0/0)","0% (0/0)","0% (0/0)","https://clyp.it/zyckxlie","0_exp_ts39","6","8","6"
"3ZXNP4Z39QK5YXM6RV67147TOWA7L8","3T6A8QWPRATCDT7RJBP79VS2HHPJJI","Judge the quality of this Voice","Rank this voice in terms of how easy it is to understand, how human-like it is, and how smooth it sounds","speech synthesis, audio, text to speech, speech generation, audio, voice, voice quality,","$0.15","Sun Dec 17 21:33:24 PST 2017","3","BatchId:3054166;OriginalHitTemplateId:920937332;","900","259200","Tue Dec 19 21:33:24 PST 2017","","","3IJXV6UZ1XIGDZW958C13P2LK2ORIA","A1YNGE7LM9TQHL","Submitted","Sun Dec 17 21:35:59 PST 2017","Sun Dec 17 21:36:15 PST 2017","Wed Dec 20 21:36:15 PST 2017","","","","16","0% (0/0)","0% (0/0)","0% (0/0)","https://clyp.it/zyckxlie","0_exp_ts39","8","9","9"
"3ZXNP4Z39QK5YXM6RV67147TOWA7L8","3T6A8QWPRATCDT7RJBP79VS2HHPJJI","Judge the quality of this Voice","Rank this voice in terms of how easy it is to understand, how human-like it is, and how smooth it sounds","speech synthesis, audio, text to speech, speech generation, audio, voice, voice quality,","$0.15","Sun Dec 17 21:33:24 PST 2017","3","BatchId:3054166;OriginalHitTemplateId:920937332;","900","259200","Tue Dec 19 21:33:24 PST 2017","","","3IX2EGZR7BIC8AGFNQX1FQHLXHDRJM","A198QA1OQBUJV1","Submitted","Sun Dec 17 21:36:00 PST 2017","Sun Dec 17 21:38:41 PST 2017","Wed Dec 20 21:38:41 PST 2017","","","","161","0% (0/0)","0% (0/0)","0% (0/0)","https://clyp.it/zyckxlie","0_exp_ts39","7","9","8"
"3UEDKCTP9UPUER4O6VU6M4UEZW57K5","3T6A8QWPRATCDT7RJBP79VS2HHPJJI","Judge the quality of this Voice","Rank this voice in terms of how easy it is to understand, how human-like it is, and how smooth it sounds","speech synthesis, audio, text to speech, speech generation, audio, voice, voice quality,","$0.15","Sun Dec 17 21:33:24 PST 2017","3","BatchId:3054166;OriginalHitTemplateId:920937332;","900","259200","Tue Dec 19 21:33:24 PST 2017","","","37UEWGM5HT75DT0BX1RVBQLZ30E1RT","A26UIS59SY4NM6","Submitted","Sun Dec 17 21:35:09 PST 2017","Sun Dec 17 21:35:34 PST 2017","Wed Dec 20 21:35:34 PST 2017","","","","25","0% (0/0)","0% (0/0)","0% (0/0)","https://clyp.it/n5uulftu","0_exp_ts39_m","5","6","3"
