"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.audio_file","Input.audio_name","Answer.Human","Answer.Intelligible","Answer.Smoothness","Approve","Reject"
"3ZQA3IO31AQZTWA1F75QSBKAGFFO19","3T6A8QWPRATCDT7RJBP79VS2HHPJJI","Judge the quality of this Voice","Rank this voice in terms of how easy it is to understand, how human-like it is, and how smooth it sounds","speech synthesis, audio, text to speech, speech generation, audio, voice, voice quality,","$0.15","Sun Dec 17 21:53:23 PST 2017","2","BatchId:3054172;OriginalHitTemplateId:920937332;","900","259200","Tue Dec 19 21:53:23 PST 2017","","","3F6KKYWMNB0EQQOVKNU938HYR0TNDI","A1ND9FU7OO5NQA","Submitted","Sun Dec 17 21:54:43 PST 2017","Sun Dec 17 21:55:16 PST 2017","Wed Dec 20 21:55:16 PST 2017","","","","33","0% (0/0)","0% (0/0)","0% (0/0)","https://clyp.it/n1bv2t0s","0_exp_c","7","2","5"
"3ZQA3IO31AQZTWA1F75QSBKAGFFO19","3T6A8QWPRATCDT7RJBP79VS2HHPJJI","Judge the quality of this Voice","Rank this voice in terms of how easy it is to understand, how human-like it is, and how smooth it sounds","speech synthesis, audio, text to speech, speech generation, audio, voice, voice quality,","$0.15","Sun Dec 17 21:53:23 PST 2017","2","BatchId:3054172;OriginalHitTemplateId:920937332;","900","259200","Tue Dec 19 21:53:23 PST 2017","","","3Z7EFSHGN9D9XSWLMXM7H4QE8ERCXR","A3RYI5HXC2MJLN","Submitted","Sun Dec 17 21:54:07 PST 2017","Sun Dec 17 22:07:30 PST 2017","Wed Dec 20 22:07:30 PST 2017","","","","803","0% (0/0)","0% (0/0)","0% (0/0)","https://clyp.it/n1bv2t0s","0_exp_c","8","9","8"
"3DWGDA5POE3UJGJYGJR4N3EIC8CV1I","3T6A8QWPRATCDT7RJBP79VS2HHPJJI","Judge the quality of this Voice","Rank this voice in terms of how easy it is to understand, how human-like it is, and how smooth it sounds","speech synthesis, audio, text to speech, speech generation, audio, voice, voice quality,","$0.15","Sun Dec 17 21:53:23 PST 2017","2","BatchId:3054172;OriginalHitTemplateId:920937332;","900","259200","Tue Dec 19 21:53:23 PST 2017","","","37ZHEEHM6WLR5DUBBR78U29W08Z37P","A3PIQY6PK42RIS","Submitted","Sun Dec 17 21:53:56 PST 2017","Sun Dec 17 21:56:22 PST 2017","Wed Dec 20 21:56:22 PST 2017","","","","146","0% (0/0)","0% (0/0)","0% (0/0)","https://clyp.it/cxlwcynb","0_exp_t10f","7","2","4"
"3DWGDA5POE3UJGJYGJR4N3EIC8CV1I","3T6A8QWPRATCDT7RJBP79VS2HHPJJI","Judge the quality of this Voice","Rank this voice in terms of how easy it is to understand, how human-like it is, and how smooth it sounds","speech synthesis, audio, text to speech, speech generation, audio, voice, voice quality,","$0.15","Sun Dec 17 21:53:23 PST 2017","2","BatchId:3054172;OriginalHitTemplateId:920937332;","900","259200","Tue Dec 19 21:53:23 PST 2017","","","39LOEL67OS4V5RZULWZE825RBS538C","A3RYI5HXC2MJLN","Submitted","Sun Dec 17 21:54:02 PST 2017","Sun Dec 17 22:06:53 PST 2017","Wed Dec 20 22:06:53 PST 2017","","","","771","0% (0/0)","0% (0/0)","0% (0/0)","https://clyp.it/cxlwcynb","0_exp_t10f","6","8","5"
"38VTL6WC49CABSFMMHG0XSVT65K5YK","3T6A8QWPRATCDT7RJBP79VS2HHPJJI","Judge the quality of this Voice","Rank this voice in terms of how easy it is to understand, how human-like it is, and how smooth it sounds","speech synthesis, audio, text to speech, speech generation, audio, voice, voice quality,","$0.15","Sun Dec 17 21:53:23 PST 2017","2","BatchId:3054172;OriginalHitTemplateId:920937332;","900","259200","Tue Dec 19 21:53:23 PST 2017","","","3RKNTXVS3MXU6BBDI8OBEY3SFG1A48","A3RYI5HXC2MJLN","Submitted","Sun Dec 17 21:53:55 PST 2017","Sun Dec 17 22:02:22 PST 2017","Wed Dec 20 22:02:22 PST 2017","","","","507","0% (0/0)","0% (0/0)","0% (0/0)","https://clyp.it/zyckxlie","0_exp_ts39","7","7","6"
"38VTL6WC49CABSFMMHG0XSVT65K5YK","3T6A8QWPRATCDT7RJBP79VS2HHPJJI","Judge the quality of this Voice","Rank this voice in terms of how easy it is to understand, how human-like it is, and how smooth it sounds","speech synthesis, audio, text to speech, speech generation, audio, voice, voice quality,","$0.15","Sun Dec 17 21:53:23 PST 2017","2","BatchId:3054172;OriginalHitTemplateId:920937332;","900","259200","Tue Dec 19 21:53:23 PST 2017","","","3X73LLYYQ1DV26TX6JDZUTWWJSMHNL","AHLS6AZ1VTNH7","Submitted","Sun Dec 17 21:53:56 PST 2017","Sun Dec 17 22:00:16 PST 2017","Wed Dec 20 22:00:16 PST 2017","","","","380","0% (0/0)","0% (0/0)","0% (0/0)","https://clyp.it/zyckxlie","0_exp_ts39","8","7","6"
"304QEQWKZOJZM7PJJO1QE610BN9O06","3T6A8QWPRATCDT7RJBP79VS2HHPJJI","Judge the quality of this Voice","Rank this voice in terms of how easy it is to understand, how human-like it is, and how smooth it sounds","speech synthesis, audio, text to speech, speech generation, audio, voice, voice quality,","$0.15","Sun Dec 17 21:53:23 PST 2017","2","BatchId:3054172;OriginalHitTemplateId:920937332;","900","259200","Tue Dec 19 21:53:23 PST 2017","","","32SVAV9L3F89OFS9IUJS4TBM1G5A3N","AHLS6AZ1VTNH7","Submitted","Sun Dec 17 21:53:54 PST 2017","Sun Dec 17 21:59:45 PST 2017","Wed Dec 20 21:59:45 PST 2017","","","","351","0% (0/0)","0% (0/0)","0% (0/0)","https://clyp.it/n5uulftu","0_exp_ts39_m","2","3","4"
"304QEQWKZOJZM7PJJO1QE610BN9O06","3T6A8QWPRATCDT7RJBP79VS2HHPJJI","Judge the quality of this Voice","Rank this voice in terms of how easy it is to understand, how human-like it is, and how smooth it sounds","speech synthesis, audio, text to speech, speech generation, audio, voice, voice quality,","$0.15","Sun Dec 17 21:53:23 PST 2017","2","BatchId:3054172;OriginalHitTemplateId:920937332;","900","259200","Tue Dec 19 21:53:23 PST 2017","","","3VD82FOHKQNM3JITL6ZBYRZLWAMCOM","A3RYI5HXC2MJLN","Submitted","Sun Dec 17 21:53:53 PST 2017","Sun Dec 17 22:01:54 PST 2017","Wed Dec 20 22:01:54 PST 2017","","","","481","0% (0/0)","0% (0/0)","0% (0/0)","https://clyp.it/n5uulftu","0_exp_ts39_m","4","5","4"
"3X7837UUACXGZ7K150P2FBU5PWLJ6J","3T6A8QWPRATCDT7RJBP79VS2HHPJJI","Judge the quality of this Voice","Rank this voice in terms of how easy it is to understand, how human-like it is, and how smooth it sounds","speech synthesis, audio, text to speech, speech generation, audio, voice, voice quality,","$0.15","Sun Dec 17 21:53:23 PST 2017","2","BatchId:3054172;OriginalHitTemplateId:920937332;","900","259200","Tue Dec 19 21:53:23 PST 2017","","","3VHHR074H3G8LHK0HXB8QO3D0UQ7L7","AHLS6AZ1VTNH7","Submitted","Sun Dec 17 21:53:45 PST 2017","Sun Dec 17 21:58:11 PST 2017","Wed Dec 20 21:58:11 PST 2017","","","","266","0% (0/0)","0% (0/0)","0% (0/0)","https://clyp.it/1czykjkn","1_exp_c","3","3","3"
"3X7837UUACXGZ7K150P2FBU5PWLJ6J","3T6A8QWPRATCDT7RJBP79VS2HHPJJI","Judge the quality of this Voice","Rank this voice in terms of how easy it is to understand, how human-like it is, and how smooth it sounds","speech synthesis, audio, text to speech, speech generation, audio, voice, voice quality,","$0.15","Sun Dec 17 21:53:23 PST 2017","2","BatchId:3054172;OriginalHitTemplateId:920937332;","900","259200","Tue Dec 19 21:53:23 PST 2017","","","3XUHV3NRVKXRCHNR2JHD0CWAS7M5HJ","A30MP4LXV4MIFD","Submitted","Sun Dec 17 21:54:04 PST 2017","Sun Dec 17 21:56:13 PST 2017","Wed Dec 20 21:56:13 PST 2017","","","","129","0% (0/0)","0% (0/0)","0% (0/0)","https://clyp.it/1czykjkn","1_exp_c","6","6","7"
